id_cliente,genero,edad,es_senior,tiene_pareja,tiene_dependientes,meses_antiguedad,servicio_telefono,servicio_internet,soporte_tecnico,tipo_contrato,metodo_pago,factura_electronica,cargo_mensual,cargo_total,tickets_soporte,churn,churn_label
CLI-02076,Femenino,34,0,No,Si,18,Si,Fibra optica,No,Mensual,Cheque electronico,Si,59.61,1117.51,0,1,Si
CLI-02077,Masculino,49,0,No,Si,50,No,Fibra optica,No,Anual,Cheque por correo,No,49.48,2311.51,3,1,Si
CLI-02078,Masculino,26,0,Si,Si,49,Si,Fibra optica,No,Anual,Cheque por correo,Si,30.95,1606.26,1,0,No
CLI-02079,Femenino,57,0,Si,No,22,Si,DSL,Si,Anual,Cheque electronico,Si,115.43,2692.23,0,0,No
CLI-02080,Masculino,37,0,No,Si,45,Si,Fibra optica,No,Mensual,Cheque por correo,Si,100.73,4611.76,1,0,No
CLI-02081,Femenino,43,0,No,No,61,Si,DSL,Si,Bianual,Cheque electronico,Si,91.84,5592.71,2,0,No
CLI-02082,Masculino,44,0,Si,No,21,Si,DSL,Si,Mensual,Cheque por correo,Si,112.96,2356.69,0,0,No
CLI-02083,Femenino,38,0,No,No,71,Si,DSL,Si,Mensual,Cheque por correo,Si,115.9,8098.12,2,1,Si
CLI-02084,Masculino,35,0,No,Si,61,Si,DSL,No,Anual,Transferencia bancaria,No,45.38,2540.4,2,0,No
CLI-02085,Masculino,30,0,No,No,36,Si,No,No,Mensual,Tarjeta credito,Si,98.23,3646.22,1,0,No
CLI-02086,Femenino,33,0,Si,No,24,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,96.23,2345.22,2,0,No
CLI-02087,Masculino,26,0,No,No,32,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,74.85,2163.23,2,0,No
CLI-02088,Femenino,29,0,Si,No,59,Si,No,Si,Mensual,Tarjeta credito,Si,33.34,1850.1,2,0,No
CLI-02089,Masculino,61,0,Si,No,5,No,DSL,Si,Mensual,Cheque electronico,No,113.92,562.35,1,1,Si
CLI-02090,Femenino,55,0,Si,No,16,Si,Fibra optica,No,Mensual,Tarjeta credito,No,50.17,867.15,3,0,No
CLI-02091,Femenino,36,0,No,No,11,Si,No,Si,Bianual,Cheque por correo,Si,77.05,930.66,0,0,No
CLI-02092,Femenino,77,1,No,No,35,Si,No,No,Mensual,Tarjeta credito,No,19.98,734.45,2,0,No
CLI-02093,Femenino,24,0,Si,Si,42,Si,DSL,No,Mensual,Tarjeta credito,No,61.77,2723.72,1,1,Si
CLI-02094,Masculino,74,1,No,No,10,Si,Fibra optica,Si,Bianual,Tarjeta credito,Si,80.92,795.49,0,0,No
CLI-02095,Masculino,52,0,Si,No,8,Si,DSL,Si,Mensual,Cheque por correo,Si,56.86,461.33,2,1,Si
CLI-02096,Femenino,65,1,Si,No,26,Si,Fibra optica,No,Anual,Transferencia bancaria,Si,66.66,1640.55,1,0,No
CLI-02097,Femenino,35,0,No,Si,3,Si,Fibra optica,No,Mensual,Cheque por correo,No,37.59,118.14,3,0,No
CLI-02098,Femenino,33,0,No,No,59,Si,No,No,Anual,Cheque por correo,Si,53.72,2890.43,3,0,No
CLI-02099,Masculino,72,1,Si,No,3,Si,DSL,No,Anual,Cheque electronico,Si,91.78,270.78,0,0,No
CLI-02100,Masculino,56,0,No,Si,38,Si,DSL,No,Mensual,Cheque por correo,Si,116.91,4737.0,2,0,No
CLI-02101,Masculino,21,0,Si,Si,2,Si,DSL,No,Anual,Tarjeta credito,No,65.82,144.27,2,0,No
CLI-02102,Masculino,76,1,Si,No,17,Si,DSL,No,Anual,Tarjeta credito,Si,87.98,1554.46,2,0,No
CLI-02103,Femenino,42,0,No,No,36,Si,DSL,Si,Mensual,Tarjeta credito,No,117.57,3976.25,3,0,No
CLI-02104,Femenino,49,0,No,No,2,Si,No,Si,Anual,Cheque electronico,Si,97.03,196.82,1,0,No
CLI-02105,Femenino,79,1,Si,Si,34,Si,DSL,No,Mensual,Transferencia bancaria,No,19.03,654.85,0,0,No
CLI-02106,Masculino,57,0,No,No,27,Si,DSL,No,Anual,Transferencia bancaria,Si,113.43,3347.9,2,0,No
CLI-02107,Masculino,30,0,No,No,37,No,Fibra optica,No,Anual,Cheque electronico,No,106.39,4204.25,0,0,No
CLI-02108,Masculino,62,0,Si,No,71,Si,No,No,Mensual,Cheque por correo,No,45.65,2948.81,3,0,No
CLI-02109,Femenino,34,0,No,No,22,Si,Fibra optica,No,Anual,Cheque por correo,Si,36.52,758.46,1,0,No
CLI-02110,Femenino,66,1,No,No,68,Si,Fibra optica,Si,Bianual,Tarjeta credito,Si,109.72,7971.18,0,0,No
CLI-02111,Masculino,54,0,No,No,14,Si,DSL,No,Mensual,Tarjeta credito,No,88.25,1352.25,2,1,Si
CLI-02112,Femenino,23,0,No,Si,23,Si,No,No,Bianual,Tarjeta credito,Si,42.17,930.08,0,0,No
CLI-02113,Masculino,36,0,No,No,44,No,Fibra optica,Si,Mensual,Cheque por correo,No,90.82,4148.51,2,0,No
CLI-02114,Masculino,30,0,Si,No,65,Si,Fibra optica,No,Bianual,Cheque electronico,Si,79.22,4951.36,2,0,No
CLI-02115,Femenino,74,1,No,No,61,No,No,No,Mensual,Tarjeta credito,Si,49.54,2744.58,2,1,Si
CLI-02116,Masculino,77,1,No,No,55,Si,No,Si,Mensual,Cheque electronico,Si,74.79,4384.51,2,1,Si
CLI-02117,Femenino,43,0,Si,No,71,Si,No,Si,Mensual,Cheque por correo,Si,71.78,5339.83,2,0,No
CLI-02118,Masculino,31,0,No,Si,50,Si,DSL,Si,Bianual,Cheque electronico,Si,70.0,3187.31,3,0,No
CLI-02119,Femenino,48,0,No,Si,12,Si,Fibra optica,No,Mensual,Tarjeta credito,No,70.77,789.02,2,0,No
CLI-02120,Femenino,71,1,No,No,15,Si,No,No,Anual,Cheque electronico,No,18.04,297.63,1,0,No
CLI-02121,Femenino,21,0,Si,No,17,Si,Fibra optica,No,Bianual,Cheque electronico,No,45.4,795.07,3,0,No
CLI-02122,Masculino,77,1,Si,No,34,Si,DSL,Si,Mensual,Transferencia bancaria,Si,61.95,2232.86,2,0,No
CLI-02123,Masculino,56,0,No,Si,35,Si,Fibra optica,No,Mensual,Cheque electronico,No,30.98,1060.15,0,1,Si
CLI-02124,Femenino,25,0,Si,No,39,Si,DSL,No,Anual,Tarjeta credito,Si,94.41,3695.43,2,0,No
CLI-02125,Femenino,42,0,No,Si,55,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,104.38,5878.55,1,0,No
CLI-02126,Masculino,30,0,Si,Si,59,Si,No,Si,Mensual,Tarjeta credito,Si,101.41,6349.39,1,0,No
CLI-02127,Masculino,49,0,Si,No,5,Si,Fibra optica,No,Anual,Transferencia bancaria,No,64.88,313.95,0,1,Si
CLI-02128,Masculino,76,1,Si,No,30,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,88.45,2744.92,2,1,Si
CLI-02129,Femenino,55,0,Si,No,4,Si,DSL,No,Mensual,Tarjeta credito,No,25.84,109.06,1,0,No
CLI-02130,Masculino,55,0,No,Si,15,Si,No,No,Mensual,Cheque por correo,Si,38.34,610.2,1,0,No
CLI-02131,Masculino,73,1,Si,No,35,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,22.79,797.53,0,1,Si
CLI-02132,Femenino,45,0,Si,No,55,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,116.47,6371.72,0,0,No
CLI-02133,Masculino,70,1,Si,No,66,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,76.58,4654.52,0,1,Si
CLI-02134,Masculino,47,0,No,No,60,Si,DSL,Si,Mensual,Tarjeta credito,Si,35.87,2151.22,2,0,No
CLI-02135,Masculino,20,0,Si,No,24,Si,Fibra optica,No,Anual,Cheque electronico,Si,90.17,2251.48,1,0,No
CLI-02136,Femenino,45,0,No,No,22,No,Fibra optica,No,Bianual,Cheque por correo,No,67.89,1619.22,1,0,No
CLI-02137,Femenino,20,0,No,No,44,No,No,Si,Bianual,Cheque por correo,Si,62.29,2535.31,2,0,No
CLI-02138,Femenino,62,0,No,No,32,No,DSL,No,Anual,Transferencia bancaria,Si,111.17,3891.05,1,0,No
CLI-02139,Femenino,71,1,No,Si,51,Si,DSL,Si,Mensual,Cheque electronico,Si,90.24,4357.47,1,0,No
CLI-02140,Femenino,51,0,No,No,3,Si,Fibra optica,Si,Anual,Tarjeta credito,Si,88.45,248.15,4,1,Si
CLI-02141,Femenino,33,0,No,Si,70,Si,Fibra optica,Si,Bianual,Cheque electronico,No,27.93,1804.37,1,0,No
CLI-02142,Femenino,39,0,Si,Si,32,Si,Fibra optica,Si,Bianual,Transferencia bancaria,No,27.39,962.4,1,0,No
CLI-02143,Masculino,49,0,Si,Si,2,Si,No,Si,Anual,Tarjeta credito,Si,85.77,173.63,1,0,No
CLI-02144,Masculino,78,1,Si,No,59,Si,DSL,No,Mensual,Cheque electronico,Si,33.96,1911.71,2,1,Si
CLI-02145,Femenino,55,0,No,No,14,No,DSL,No,Anual,Tarjeta credito,No,64.23,866.4,1,0,No
CLI-02146,Masculino,25,0,No,No,51,Si,DSL,No,Mensual,Transferencia bancaria,No,76.12,4231.72,5,1,Si
CLI-02147,Masculino,72,1,No,No,11,Si,No,No,Bianual,Tarjeta credito,Si,57.59,684.17,0,0,No
CLI-02148,Femenino,25,0,Si,Si,10,Si,DSL,No,Mensual,Cheque por correo,No,26.69,258.89,3,1,Si
CLI-02149,Masculino,79,1,No,No,58,Si,Fibra optica,No,Mensual,Cheque electronico,No,93.82,4966.6,1,1,Si
CLI-02150,Masculino,74,1,Si,Si,34,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,108.27,3926.73,4,1,Si
CLI-02151,Masculino,23,0,Si,No,53,Si,Fibra optica,No,Mensual,Tarjeta credito,No,34.49,1979.48,4,0,No
CLI-02152,Masculino,31,0,Si,No,28,Si,DSL,No,Mensual,Cheque electronico,Si,105.12,3142.06,4,1,Si
CLI-02153,Masculino,49,0,Si,Si,18,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,98.45,1918.47,4,0,No
CLI-02154,Femenino,52,0,No,Si,26,Si,Fibra optica,Si,Mensual,Tarjeta credito,Si,75.51,1993.06,2,1,Si
CLI-02155,Femenino,27,0,Si,No,7,Si,No,No,Mensual,Cheque por correo,Si,78.8,589.07,2,1,Si
CLI-02156,Femenino,20,0,Si,No,45,Si,No,Si,Bianual,Cheque electronico,No,84.46,4138.14,0,0,No
CLI-02157,Masculino,76,1,No,No,45,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,71.53,3469.86,3,1,Si
CLI-02158,Femenino,29,0,No,No,71,Si,No,Si,Mensual,Tarjeta credito,Si,104.12,7521.41,2,0,No
CLI-02159,Masculino,66,1,No,No,35,Si,DSL,No,Mensual,Cheque electronico,Si,66.36,2437.12,2,0,No
CLI-02160,Masculino,76,1,Si,No,52,Si,No,Si,Mensual,Transferencia bancaria,No,73.8,4007.45,1,0,No
CLI-02161,Masculino,48,0,No,Si,21,Si,Fibra optica,No,Bianual,Transferencia bancaria,Si,21.75,484.43,1,0,No
CLI-02162,Masculino,46,0,No,Si,28,No,Fibra optica,Si,Mensual,Cheque electronico,Si,36.37,963.13,1,0,No
CLI-02163,Femenino,22,0,Si,No,44,Si,DSL,No,Mensual,Cheque por correo,Si,110.19,4365.64,2,1,Si
CLI-02164,Femenino,79,1,No,No,56,Si,Fibra optica,No,Mensual,Cheque electronico,No,30.4,1705.77,3,0,No
CLI-02165,Masculino,69,1,Si,Si,10,Si,DSL,No,Mensual,Cheque por correo,Si,110.21,1160.63,3,0,No
CLI-02166,Femenino,42,0,Si,Si,23,Si,Fibra optica,No,Anual,Cheque por correo,Si,82.86,1762.89,0,0,No
CLI-02167,Masculino,58,0,No,Si,48,Si,DSL,No,Mensual,Cheque electronico,Si,111.85,5404.01,2,0,No
CLI-02168,Femenino,48,0,No,Si,52,Si,Fibra optica,No,Anual,Tarjeta credito,Si,101.06,5060.06,2,0,No
CLI-02169,Femenino,79,1,Si,Si,15,Si,Fibra optica,No,Anual,Cheque por correo,Si,106.26,1701.72,1,0,No
CLI-02170,Masculino,38,0,No,No,55,Si,Fibra optica,No,Anual,Transferencia bancaria,No,71.49,3617.59,3,1,Si
CLI-02171,Femenino,75,1,No,No,43,Si,Fibra optica,No,Mensual,Tarjeta credito,No,102.18,4699.45,1,0,No
CLI-02172,Masculino,37,0,No,No,50,Si,DSL,No,Anual,Cheque electronico,No,64.97,3320.47,1,0,No
CLI-02173,Femenino,56,0,Si,No,6,Si,DSL,Si,Mensual,Cheque electronico,Si,22.51,146.39,1,0,No
CLI-02174,Masculino,39,0,No,No,33,Si,Fibra optica,No,Mensual,Cheque electronico,Si,84.44,3029.3,1,1,Si
CLI-02175,Masculino,21,0,Si,No,62,Si,No,Si,Mensual,Cheque electronico,Si,92.3,6076.12,2,0,No
CLI-02176,Femenino,30,0,No,No,55,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,28.36,1569.19,2,0,No
CLI-02177,Femenino,62,0,Si,No,39,Si,Fibra optica,No,Anual,Transferencia bancaria,No,101.22,3665.37,0,0,No
CLI-02178,Masculino,59,0,Si,No,12,Si,No,Si,Anual,Tarjeta credito,No,25.67,291.12,3,0,No
CLI-02179,Femenino,67,1,No,No,31,Si,No,No,Mensual,Transferencia bancaria,No,63.04,1922.09,6,1,Si
CLI-02180,Femenino,66,1,Si,No,53,Si,Fibra optica,No,Mensual,Cheque electronico,Si,67.77,3756.33,0,0,No
CLI-02181,Masculino,37,0,Si,No,34,Si,Fibra optica,No,Bianual,Cheque por correo,No,21.75,746.13,1,0,No
CLI-02182,Masculino,69,1,Si,No,41,Si,No,No,Mensual,Cheque electronico,No,24.71,1000.61,0,0,No
CLI-02183,Femenino,30,0,No,No,10,Si,No,No,Mensual,Cheque electronico,No,63.97,636.83,1,0,No
CLI-02184,Masculino,34,0,Si,Si,52,Si,Fibra optica,No,Mensual,Cheque por correo,Si,49.75,2711.95,1,0,No
CLI-02185,Masculino,71,1,No,No,57,Si,Fibra optica,No,Anual,Cheque por correo,Si,101.22,5232.23,1,1,Si
CLI-02186,Masculino,53,0,Si,No,3,No,Fibra optica,No,Mensual,Cheque por correo,Si,60.21,178.56,2,0,No
CLI-02187,Femenino,50,0,Si,Si,57,Si,Fibra optica,No,Mensual,Cheque electronico,No,28.76,1663.16,1,1,Si
CLI-02188,Femenino,18,0,Si,No,33,Si,No,No,Anual,Transferencia bancaria,Si,34.1,1145.27,0,0,No
CLI-02189,Masculino,32,0,No,No,7,Si,Fibra optica,No,Mensual,Cheque electronico,Si,86.69,621.23,0,1,Si
CLI-02190,Femenino,30,0,Si,Si,4,No,DSL,No,Anual,Cheque por correo,No,114.91,418.59,4,0,No
CLI-02191,Masculino,34,0,Si,No,39,Si,DSL,No,Bianual,Cheque por correo,Si,106.7,4209.53,1,0,No
CLI-02192,Femenino,41,0,No,Si,48,Si,No,Si,Mensual,Cheque electronico,Si,31.21,1513.23,0,0,No
CLI-02193,Masculino,75,1,No,No,16,Si,Fibra optica,No,Bianual,Cheque electronico,Si,19.67,337.06,5,1,Si
CLI-02194,Masculino,25,0,Si,No,38,Si,Fibra optica,No,Bianual,Cheque electronico,Si,20.7,827.52,3,0,No
CLI-02195,Femenino,67,1,Si,No,4,Si,DSL,Si,Mensual,Cheque electronico,Si,74.59,270.39,0,0,No
CLI-02196,Masculino,44,0,No,No,4,No,Fibra optica,No,Bianual,Cheque electronico,Si,67.56,273.26,4,0,No
CLI-02197,Femenino,62,0,Si,No,27,Si,DSL,No,Anual,Tarjeta credito,Si,19.37,542.96,0,0,No
CLI-02198,Femenino,40,0,Si,No,17,Si,Fibra optica,No,Bianual,Cheque electronico,Si,23.83,411.6,1,0,No
CLI-02199,Masculino,63,0,No,No,70,Si,Fibra optica,No,Anual,Tarjeta credito,Si,119.97,8694.13,1,0,No
CLI-02200,Masculino,25,0,No,No,54,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,116.42,5804.69,1,1,Si
CLI-02201,Femenino,25,0,No,No,8,No,No,No,Anual,Cheque por correo,No,30.93,231.07,3,0,No
CLI-02202,Masculino,76,1,Si,No,53,Si,DSL,No,Mensual,Transferencia bancaria,No,34.74,1871.69,3,0,No
CLI-02203,Masculino,43,0,Si,Si,5,Si,DSL,No,Mensual,Transferencia bancaria,No,109.82,582.12,2,0,No
CLI-02204,Masculino,64,0,No,No,69,Si,DSL,No,Anual,Cheque electronico,No,69.76,4357.12,1,0,No
CLI-02205,Masculino,76,1,Si,Si,47,Si,DSL,Si,Bianual,Cheque electronico,No,115.71,5369.02,2,0,No
CLI-02206,Masculino,30,0,No,No,40,Si,DSL,No,Anual,Transferencia bancaria,No,71.07,3122.56,0,0,No
CLI-02207,Femenino,56,0,No,No,7,Si,Fibra optica,Si,Bianual,Cheque electronico,No,76.88,566.76,1,0,No
CLI-02208,Femenino,54,0,Si,Si,12,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,40.45,480.56,4,0,No
CLI-02209,Masculino,66,1,No,Si,25,Si,No,No,Anual,Tarjeta credito,No,107.36,2468.23,0,0,No
CLI-02210,Masculino,45,0,No,Si,28,Si,DSL,No,Anual,Cheque por correo,Si,102.15,2779.65,0,0,No
CLI-02211,Masculino,42,0,No,No,43,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,52.42,2098.27,2,1,Si
CLI-02212,Femenino,78,1,Si,No,47,Si,No,Si,Mensual,Cheque electronico,No,80.46,4099.87,1,0,No
CLI-02213,Masculino,33,0,Si,No,49,Si,DSL,No,Anual,Cheque electronico,No,52.83,2684.78,0,0,No
CLI-02214,Femenino,72,1,No,No,54,No,Fibra optica,No,Mensual,Transferencia bancaria,Si,65.32,3778.21,5,0,No
CLI-02215,Femenino,19,0,Si,Si,18,Si,Fibra optica,No,Mensual,Cheque por correo,Si,105.06,2041.41,2,0,No
CLI-02216,Femenino,71,1,No,No,27,Si,Fibra optica,No,Bianual,Cheque por correo,Si,60.37,1664.84,3,0,No
CLI-02217,Masculino,35,0,Si,No,72,Si,Fibra optica,No,Bianual,Cheque electronico,No,103.74,6732.21,0,0,No
CLI-02218,Femenino,34,0,No,No,6,Si,DSL,Si,Anual,Cheque electronico,No,115.93,703.38,2,0,No
CLI-02219,Masculino,47,0,Si,Si,69,Si,Fibra optica,Si,Bianual,Tarjeta credito,Si,60.47,4424.86,1,0,No
CLI-02220,Femenino,56,0,No,No,71,Si,Fibra optica,No,Mensual,Cheque electronico,No,107.51,7350.0,2,0,No
CLI-02221,Masculino,30,0,Si,No,22,Si,DSL,Si,Mensual,Cheque por correo,Si,49.01,1170.46,0,0,No
CLI-02222,Femenino,49,0,Si,No,59,No,No,No,Bianual,Cheque electronico,Si,18.29,1186.33,3,0,No
CLI-02223,Masculino,67,1,Si,No,47,Si,Fibra optica,No,Anual,Cheque electronico,No,26.62,1263.47,4,0,No
CLI-02224,Femenino,46,0,No,No,68,Si,Fibra optica,No,Anual,Tarjeta credito,Si,93.18,6375.83,3,0,No
CLI-02225,Masculino,63,0,Si,No,32,Si,No,No,Mensual,Cheque electronico,Si,28.22,931.07,1,1,Si
CLI-02226,Masculino,47,0,No,Si,1,Si,Fibra optica,No,Bianual,Transferencia bancaria,Si,113.79,115.3,1,1,Si
CLI-02227,Masculino,35,0,No,No,54,Si,DSL,No,Mensual,Cheque por correo,No,106.39,5354.92,2,0,No
CLI-02228,Masculino,30,0,Si,No,46,No,Fibra optica,No,Mensual,Transferencia bancaria,Si,70.51,3094.98,1,0,No
CLI-02229,Femenino,60,0,No,Si,41,Si,No,No,Mensual,Tarjeta credito,Si,77.31,2980.66,0,0,No
CLI-02230,Femenino,38,0,Si,No,41,Si,Fibra optica,Si,Anual,Cheque electronico,Si,88.82,3329.99,2,1,Si
CLI-02231,Masculino,47,0,No,No,8,Si,No,No,Anual,Cheque electronico,Si,92.61,687.59,1,1,Si
CLI-02232,Femenino,38,0,No,No,32,Si,DSL,No,Mensual,Cheque electronico,No,68.1,2385.06,1,1,Si
CLI-02233,Masculino,65,1,Si,No,30,Si,DSL,No,Mensual,Cheque por correo,No,49.97,1515.58,0,0,No
CLI-02234,Masculino,72,1,Si,No,46,Si,Fibra optica,Si,Bianual,Cheque por correo,Si,110.84,4717.16,1,0,No
CLI-02235,Femenino,34,0,Si,No,52,Si,Fibra optica,Si,Bianual,Tarjeta credito,No,22.75,1233.42,0,0,No
CLI-02236,Masculino,57,0,No,Si,61,Si,DSL,No,Mensual,Cheque electronico,No,54.32,3298.14,1,0,No
CLI-02237,Masculino,36,0,Si,No,13,Si,No,Si,Bianual,Transferencia bancaria,Si,85.98,1056.19,1,0,No
CLI-02238,Femenino,69,1,No,Si,40,Si,DSL,No,Bianual,Cheque electronico,No,108.89,4742.0,4,0,No
CLI-02239,Masculino,32,0,Si,Si,61,Si,DSL,No,Mensual,Cheque electronico,Si,25.57,1473.84,1,0,No
CLI-02240,Masculino,26,0,No,No,44,No,No,No,Mensual,Transferencia bancaria,Si,85.21,3447.49,1,0,No
CLI-02241,Masculino,69,1,Si,No,62,Si,Fibra optica,Si,Bianual,Tarjeta credito,No,67.68,3949.24,1,0,No
CLI-02242,Masculino,27,0,No,No,44,Si,No,Si,Mensual,Cheque electronico,Si,88.02,4191.95,2,1,Si
CLI-02243,Femenino,61,0,No,Si,48,Si,DSL,No,Mensual,Cheque electronico,No,50.35,2589.74,1,0,No
CLI-02244,Femenino,48,0,No,No,59,Si,DSL,No,Anual,Transferencia bancaria,Si,90.49,5759.96,1,0,No
CLI-02245,Femenino,70,1,Si,Si,57,Si,Fibra optica,No,Anual,Transferencia bancaria,Si,36.39,2246.88,0,0,No
CLI-02246,Masculino,40,0,Si,No,11,Si,No,No,Anual,Tarjeta credito,Si,97.09,977.74,2,1,Si
CLI-02247,Masculino,69,1,Si,No,25,Si,Fibra optica,No,Anual,Cheque electronico,Si,94.43,2460.53,2,0,No
CLI-02248,Femenino,47,0,No,Si,61,Si,DSL,No,Anual,Transferencia bancaria,No,114.57,7218.73,2,0,No
CLI-02249,Masculino,50,0,Si,No,46,Si,Fibra optica,No,Mensual,Cheque electronico,Si,35.67,1802.57,3,1,Si
CLI-02250,Masculino,74,1,No,Si,54,Si,DSL,No,Mensual,Cheque por correo,No,91.64,5161.03,4,1,Si
CLI-02251,Masculino,69,1,Si,No,34,Si,No,No,Mensual,Cheque electronico,Si,50.91,1832.04,1,0,No
CLI-02252,Masculino,26,0,No,No,7,Si,DSL,No,Bianual,Cheque electronico,No,46.75,341.32,1,0,No
CLI-02253,Femenino,71,1,No,No,62,Si,No,No,Bianual,Tarjeta credito,No,58.96,3743.68,1,0,No
CLI-02254,Femenino,64,0,No,No,57,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,47.09,2712.59,3,1,Si
CLI-02255,Femenino,18,0,Si,No,5,Si,Fibra optica,No,Mensual,Cheque electronico,No,43.32,236.93,3,1,Si
CLI-02256,Masculino,61,0,Si,Si,35,Si,No,Si,Bianual,Tarjeta credito,Si,96.38,3667.68,3,0,No
CLI-02257,Femenino,52,0,Si,Si,37,No,DSL,Si,Mensual,Transferencia bancaria,Si,89.35,3264.86,2,1,Si
CLI-02258,Femenino,28,0,Si,No,60,Si,No,No,Mensual,Cheque electronico,Si,29.15,1673.5,1,0,No
CLI-02259,Masculino,51,0,No,No,65,Si,DSL,No,Bianual,Cheque por correo,Si,75.14,4892.96,2,0,No
CLI-02260,Masculino,33,0,No,Si,16,Si,Fibra optica,No,Anual,Cheque por correo,Si,51.76,868.92,0,0,No
CLI-02261,Femenino,26,0,No,No,30,Si,Fibra optica,No,Mensual,Cheque electronico,No,117.05,3441.94,2,1,Si
CLI-02262,Femenino,49,0,Si,No,42,Si,No,No,Bianual,Tarjeta credito,No,61.35,2595.89,3,0,No
CLI-02263,Femenino,32,0,No,No,61,Si,DSL,No,Bianual,Cheque por correo,Si,22.14,1296.17,1,0,No
CLI-02264,Femenino,29,0,No,No,48,Si,Fibra optica,No,Mensual,Tarjeta credito,No,51.84,2452.34,0,1,Si
CLI-02265,Masculino,50,0,No,No,62,Si,Fibra optica,No,Bianual,Transferencia bancaria,Si,49.9,3376.76,4,0,No
CLI-02266,Femenino,62,0,Si,No,64,Si,DSL,No,Anual,Transferencia bancaria,Si,18.57,1120.7,0,0,No
CLI-02267,Femenino,31,0,Si,Si,57,Si,DSL,No,Mensual,Cheque electronico,No,67.75,4239.22,3,1,Si
CLI-02268,Masculino,74,1,Si,No,68,Si,Fibra optica,No,Bianual,Cheque por correo,Si,110.39,7079.46,2,0,No
CLI-02269,Femenino,74,1,No,Si,46,Si,DSL,Si,Mensual,Transferencia bancaria,No,99.84,4426.6,3,1,Si
CLI-02270,Masculino,25,0,No,Si,28,Si,Fibra optica,No,Mensual,Cheque electronico,Si,87.83,2256.19,2,1,Si
CLI-02271,Masculino,25,0,Si,No,3,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,53.04,167.14,2,1,Si
CLI-02272,Masculino,44,0,Si,No,37,Si,No,Si,Anual,Cheque electronico,No,41.66,1392.71,1,0,No
CLI-02273,Femenino,79,1,No,Si,48,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,52.95,2687.92,2,0,No
CLI-02274,Femenino,29,0,No,No,19,Si,Fibra optica,No,Bianual,Tarjeta credito,Si,30.55,589.4,1,0,No
CLI-02275,Masculino,18,0,Si,No,17,Si,DSL,Si,Anual,Transferencia bancaria,Si,28.15,502.36,2,0,No
CLI-02276,Femenino,60,0,No,Si,40,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,76.6,3237.5,0,1,Si
CLI-02277,Femenino,57,0,No,No,50,Si,No,No,Anual,Transferencia bancaria,Si,101.03,4672.01,1,0,No
CLI-02278,Masculino,59,0,No,No,29,Si,DSL,No,Mensual,Transferencia bancaria,Si,28.14,737.95,2,0,No
CLI-02279,Masculino,79,1,Si,Si,51,Si,Fibra optica,No,Mensual,Tarjeta credito,No,52.19,2485.36,1,0,No
CLI-02280,Femenino,68,1,No,No,42,Si,Fibra optica,No,Mensual,Cheque electronico,Si,30.52,1252.12,1,1,Si
CLI-02281,Masculino,28,0,No,No,29,Si,Fibra optica,No,Anual,Transferencia bancaria,Si,49.67,1317.51,2,0,No
CLI-02282,Femenino,56,0,Si,No,66,Si,Fibra optica,No,Mensual,Cheque electronico,Si,102.69,6718.9,2,0,No
CLI-02283,Femenino,60,0,No,No,17,Si,DSL,No,Bianual,Tarjeta credito,Si,21.55,350.6,2,0,No
CLI-02284,Femenino,48,0,No,Si,31,Si,Fibra optica,No,Mensual,Tarjeta credito,No,84.02,2533.69,2,0,No
CLI-02285,Femenino,34,0,No,No,52,Si,DSL,No,Mensual,Tarjeta credito,No,24.1,1363.57,1,0,No
CLI-02286,Masculino,50,0,Si,Si,39,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,61.51,2506.49,1,1,Si
CLI-02287,Masculino,49,0,No,No,60,Si,Fibra optica,Si,Anual,Cheque por correo,No,66.35,4106.93,3,0,No
CLI-02288,Masculino,75,1,No,No,51,Si,No,No,Mensual,Tarjeta credito,No,58.95,3098.79,2,1,Si
CLI-02289,Masculino,46,0,Si,Si,16,Si,DSL,No,Mensual,Cheque por correo,No,83.01,1342.87,1,0,No
CLI-02290,Femenino,38,0,No,No,14,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,117.31,1646.6,2,1,Si
CLI-02291,Femenino,38,0,No,Si,42,Si,Fibra optica,Si,Anual,Tarjeta credito,No,45.26,2046.21,0,0,No
CLI-02292,Masculino,57,0,No,No,51,Si,DSL,No,Mensual,Cheque por correo,No,80.2,3742.53,2,1,Si
